date,ad_id,ad_name,platform,cohort,spend_cents,impressions,clicks,conversions,attributed_revenue_cents,observed_roas,baseline_forecast_roas,model_forecast_roas
2026-04-20,SYN-GOOG-03,Generated shopping group A,Google Ads,development,41223,31692,412,8,58042,1.408,,
2026-04-21,SYN-GOOG-03,Generated shopping group A,Google Ads,development,40501,31154,405,8,58300,1.439471,,
2026-04-22,SYN-GOOG-03,Generated shopping group A,Google Ads,development,36466,28077,365,6,45867,1.257802,,
2026-04-23,SYN-GOOG-03,Generated shopping group A,Google Ads,development,35672,27462,357,6,48110,1.348677,,
2026-04-24,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43435,33385,434,8,63918,1.471578,,
2026-04-25,SYN-GOOG-03,Generated shopping group A,Google Ads,development,50042,38462,500,10,74068,1.480117,,
2026-04-26,SYN-GOOG-03,Generated shopping group A,Google Ads,development,48522,37308,485,10,79056,1.629282,,
2026-04-27,SYN-GOOG-03,Generated shopping group A,Google Ads,development,48563,37385,486,10,74816,1.540597,,
2026-04-28,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42183,32462,422,8,60774,1.440723,,
2026-04-29,SYN-GOOG-03,Generated shopping group A,Google Ads,development,39246,30154,392,7,55583,1.416272,,
2026-04-30,SYN-GOOG-03,Generated shopping group A,Google Ads,development,39849,30615,398,7,55401,1.390273,,
2026-05-01,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43868,33769,439,9,67301,1.534171,,
2026-05-02,SYN-GOOG-03,Generated shopping group A,Google Ads,development,46535,35769,465,10,72965,1.56796,,
2026-05-03,SYN-GOOG-03,Generated shopping group A,Google Ads,development,47055,36231,471,10,72261,1.535671,,
2026-05-04,SYN-GOOG-03,Generated shopping group A,Google Ads,development,46698,35923,467,9,67031,1.435415,,
2026-05-05,SYN-GOOG-03,Generated shopping group A,Google Ads,development,39743,30538,397,7,55256,1.390333,,
2026-05-06,SYN-GOOG-03,Generated shopping group A,Google Ads,development,35628,27385,356,6,49006,1.375491,,
2026-05-07,SYN-GOOG-03,Generated shopping group A,Google Ads,development,37452,28846,375,7,52896,1.412368,,
2026-05-08,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42998,33077,430,8,61523,1.430834,,
2026-05-09,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43847,33692,438,9,65753,1.499601,,
2026-05-10,SYN-GOOG-03,Generated shopping group A,Google Ads,development,41453,31923,415,8,62816,1.515355,,
2026-05-11,SYN-GOOG-03,Generated shopping group A,Google Ads,development,39934,30692,399,7,56027,1.40299,,
2026-05-12,SYN-GOOG-03,Generated shopping group A,Google Ads,development,34364,26462,344,6,46960,1.366546,,
2026-05-13,SYN-GOOG-03,Generated shopping group A,Google Ads,development,31462,24231,315,5,41531,1.320037,,
2026-05-14,SYN-GOOG-03,Generated shopping group A,Google Ads,development,33266,25615,333,6,46618,1.401371,,
2026-05-15,SYN-GOOG-03,Generated shopping group A,Google Ads,development,37952,29231,380,7,53159,1.40069,,
2026-05-16,SYN-GOOG-03,Generated shopping group A,Google Ads,development,37772,29077,378,8,57643,1.526078,,
2026-05-17,SYN-GOOG-03,Generated shopping group A,Google Ads,development,41534,31923,415,8,61106,1.471228,,
2026-05-18,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42776,32923,428,8,60446,1.413082,,
2026-05-19,SYN-GOOG-03,Generated shopping group A,Google Ads,development,34519,26538,345,6,47920,1.388221,,
2026-05-20,SYN-GOOG-03,Generated shopping group A,Google Ads,development,33704,25923,337,6,44089,1.308124,,
2026-05-21,SYN-GOOG-03,Generated shopping group A,Google Ads,development,36689,28231,367,7,52314,1.425877,,
2026-05-22,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43267,33308,433,8,63360,1.464395,,
2026-05-23,SYN-GOOG-03,Generated shopping group A,Google Ads,development,44089,33923,441,9,68585,1.555603,,
2026-05-24,SYN-GOOG-03,Generated shopping group A,Google Ads,development,48673,37462,487,10,74618,1.533047,,
2026-05-25,SYN-GOOG-03,Generated shopping group A,Google Ads,development,44090,33923,441,9,66291,1.503538,,
2026-05-26,SYN-GOOG-03,Generated shopping group A,Google Ads,development,41344,31769,413,8,60864,1.472136,,
2026-05-27,SYN-GOOG-03,Generated shopping group A,Google Ads,development,38624,29692,386,7,52988,1.371893,,
2026-05-28,SYN-GOOG-03,Generated shopping group A,Google Ads,development,38666,29769,387,7,53187,1.37555,,
2026-05-29,SYN-GOOG-03,Generated shopping group A,Google Ads,development,45914,35308,459,9,69265,1.508581,,
2026-05-30,SYN-GOOG-03,Generated shopping group A,Google Ads,development,50919,39154,509,10,78774,1.547045,,
2026-05-31,SYN-GOOG-03,Generated shopping group A,Google Ads,development,46858,36077,469,10,75014,1.600879,,
2026-06-01,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43884,33769,439,9,67098,1.528986,,
2026-06-02,SYN-GOOG-03,Generated shopping group A,Google Ads,development,40816,31385,408,8,60629,1.485422,,
2026-06-03,SYN-GOOG-03,Generated shopping group A,Google Ads,development,38281,29462,383,7,56036,1.463807,,
2026-06-04,SYN-GOOG-03,Generated shopping group A,Google Ads,development,36725,28231,367,7,54359,1.480163,,
2026-06-05,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43691,33615,437,9,64617,1.478954,,
2026-06-06,SYN-GOOG-03,Generated shopping group A,Google Ads,development,46037,35385,460,9,71498,1.553055,,
2026-06-07,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42491,32692,425,9,65231,1.535172,,
2026-06-08,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43061,33154,431,8,64537,1.498734,,
2026-06-09,SYN-GOOG-03,Generated shopping group A,Google Ads,development,34022,26154,340,6,47105,1.384545,,
2026-06-10,SYN-GOOG-03,Generated shopping group A,Google Ads,development,29968,23077,300,6,42162,1.406901,,
2026-06-11,SYN-GOOG-03,Generated shopping group A,Google Ads,development,32668,25154,327,6,44770,1.370454,,
2026-06-12,SYN-GOOG-03,Generated shopping group A,Google Ads,development,38169,29385,382,7,53967,1.413896,,
2026-06-13,SYN-GOOG-03,Generated shopping group A,Google Ads,development,44685,34385,447,9,69958,1.565581,,
2026-06-14,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43588,33538,436,9,68260,1.566027,,
2026-06-15,SYN-GOOG-03,Generated shopping group A,Google Ads,development,39951,30769,400,8,59694,1.49418,,
2026-06-16,SYN-GOOG-03,Generated shopping group A,Google Ads,development,34100,26231,341,6,46283,1.357273,,
2026-06-17,SYN-GOOG-03,Generated shopping group A,Google Ads,development,33757,26000,338,6,45137,1.337115,,
2026-06-18,SYN-GOOG-03,Generated shopping group A,Google Ads,development,37118,28538,371,6,48278,1.300663,,
2026-06-19,SYN-GOOG-03,Generated shopping group A,Google Ads,development,38432,29538,384,7,56342,1.466018,,
2026-06-20,SYN-GOOG-03,Generated shopping group A,Google Ads,development,44906,34538,449,9,68706,1.529996,,
2026-06-21,SYN-GOOG-03,Generated shopping group A,Google Ads,development,47560,36615,476,10,75317,1.583621,,
2026-06-22,SYN-GOOG-03,Generated shopping group A,Google Ads,development,49111,37769,491,10,73179,1.490074,,
2026-06-23,SYN-GOOG-03,Generated shopping group A,Google Ads,development,40325,31000,403,8,61334,1.520992,,
2026-06-24,SYN-GOOG-03,Generated shopping group A,Google Ads,development,38369,29538,384,8,59821,1.559097,,
2026-06-25,SYN-GOOG-03,Generated shopping group A,Google Ads,development,38178,29385,382,7,54137,1.418016,,
2026-06-26,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43707,33615,437,9,68750,1.572975,,
2026-06-27,SYN-GOOG-03,Generated shopping group A,Google Ads,development,48692,37462,487,10,78854,1.619445,,
2026-06-28,SYN-GOOG-03,Generated shopping group A,Google Ads,development,49011,37692,490,10,76277,1.556324,,
2026-06-29,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43790,33692,438,9,69364,1.584015,,
2026-06-30,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42067,32385,421,8,60598,1.440512,,
2026-07-01,SYN-GOOG-03,Generated shopping group A,Google Ads,development,39167,30154,392,7,54023,1.379299,,
2026-07-02,SYN-GOOG-03,Generated shopping group A,Google Ads,development,39891,30692,399,8,58499,1.466471,,
2026-07-03,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43329,33308,433,9,64760,1.494611,,
2026-07-04,SYN-GOOG-03,Generated shopping group A,Google Ads,development,45445,34923,454,9,69124,1.521047,,
2026-07-05,SYN-GOOG-03,Generated shopping group A,Google Ads,development,48250,37077,482,9,70860,1.468601,,
2026-07-06,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43137,33154,431,9,66022,1.530519,,
2026-07-07,SYN-GOOG-03,Generated shopping group A,Google Ads,development,37065,28538,371,7,55483,1.496911,,
2026-07-08,SYN-GOOG-03,Generated shopping group A,Google Ads,development,31938,24538,319,6,45269,1.417402,,
2026-07-09,SYN-GOOG-03,Generated shopping group A,Google Ads,development,31359,24154,314,6,42095,1.342358,,
2026-07-10,SYN-GOOG-03,Generated shopping group A,Google Ads,development,38644,29692,386,8,57157,1.479065,,
2026-07-11,SYN-GOOG-03,Generated shopping group A,Google Ads,development,41691,32077,417,8,63360,1.519752,,
2026-07-12,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42053,32385,421,9,64778,1.54039,,
2026-07-13,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42411,32615,424,9,65405,1.542171,,
2026-07-14,SYN-GOOG-03,Generated shopping group A,Google Ads,development,34696,26692,347,7,51073,1.472014,,
2026-07-15,SYN-GOOG-03,Generated shopping group A,Google Ads,development,33171,25538,332,6,44593,1.344337,,
2026-07-16,SYN-GOOG-03,Generated shopping group A,Google Ads,development,36503,28077,365,7,51002,1.3972,,
2026-07-17,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42404,32615,424,8,64375,1.518135,,
2026-07-18,SYN-GOOG-03,Generated shopping group A,Google Ads,development,43624,33538,436,9,67280,1.54227,,
2026-07-19,SYN-GOOG-03,Generated shopping group A,Google Ads,development,41601,32000,416,8,64130,1.541549,,
2026-07-20,SYN-GOOG-03,Generated shopping group A,Google Ads,development,44278,34077,443,9,65422,1.477528,,
2026-07-21,SYN-GOOG-03,Generated shopping group A,Google Ads,development,37857,29154,379,7,53487,1.412869,,
2026-07-22,SYN-GOOG-03,Generated shopping group A,Google Ads,development,37152,28615,372,7,53230,1.432763,,
2026-07-23,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42094,32385,421,8,59602,1.415926,,
2026-07-24,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42326,32538,423,8,64412,1.521807,,
2026-07-25,SYN-GOOG-03,Generated shopping group A,Google Ads,development,48992,37692,490,11,81787,1.669395,,
2026-07-26,SYN-GOOG-03,Generated shopping group A,Google Ads,development,48860,37615,489,11,81652,1.671142,,
2026-07-27,SYN-GOOG-03,Generated shopping group A,Google Ads,development,44303,34077,443,9,69978,1.579532,,
2026-07-28,SYN-GOOG-03,Generated shopping group A,Google Ads,development,42774,32923,428,9,64867,1.516505,,
2026-07-29,SYN-GOOG-03,Generated shopping group A,Google Ads,development,40284,31000,403,8,57482,1.426919,,
2026-07-30,SYN-GOOG-03,Generated shopping group A,Google Ads,development,41196,31692,412,8,59735,1.450019,,
2026-07-31,SYN-GOOG-03,Generated shopping group A,Google Ads,development,45540,35000,455,9,66236,1.454458,,
2026-08-01,SYN-GOOG-03,Generated shopping group A,Google Ads,development,47288,36385,473,9,70226,1.48507,,
2026-08-02,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,49427,38000,494,10,76933,1.556497,1.489409,1.562539
2026-08-03,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,44010,33846,440,8,64339,1.461918,1.489409,1.503242
2026-08-04,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,39947,30692,399,7,55204,1.381931,1.489409,1.452766
2026-08-05,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,35719,27462,357,7,49976,1.399143,1.489409,1.402668
2026-08-06,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,34081,26231,341,6,47205,1.385083,1.489409,1.386082
2026-08-07,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,37226,28615,372,7,52984,1.423306,1.489409,1.425818
2026-08-08,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,41722,32077,417,8,62027,1.486674,1.489409,1.476577
2026-08-09,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,42900,33000,429,8,63389,1.477599,1.489409,1.486956
2026-08-10,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,40013,30769,400,8,58248,1.455727,1.489409,1.45087
2026-08-11,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,35901,27615,359,7,50086,1.395114,1.489409,1.399528
2026-08-12,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,34863,26846,349,7,49857,1.430083,1.489409,1.384786
2026-08-13,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,33170,25538,332,6,45091,1.359391,1.489409,1.37005
2026-08-14,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,40302,31000,403,8,58886,1.461119,1.489409,1.45473
2026-08-15,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,42422,32615,424,9,67384,1.588421,1.489409,1.483717
2026-08-16,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,45220,34769,452,9,67738,1.497966,1.489409,1.512836
2026-08-17,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,43362,33385,434,8,63909,1.473848,1.489409,1.490759
2026-08-18,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,36756,28308,368,7,54199,1.474562,1.489409,1.417929
2026-08-19,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,34705,26692,347,6,48513,1.397868,1.489409,1.39479
2026-08-20,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,38257,29462,383,7,54216,1.417152,1.489409,1.43863
2026-08-21,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,43798,33692,438,9,64753,1.478447,1.489409,1.504677
2026-08-22,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,48709,37462,487,10,74604,1.531627,1.489409,1.559696
2026-08-23,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,47377,36462,474,10,77619,1.638327,1.489409,1.549387
2026-08-24,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,45402,34923,454,9,71964,1.58504,1.489409,1.526141
2026-08-25,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,44279,34077,443,8,64059,1.446713,1.489409,1.508743
2026-08-26,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,38473,29615,385,7,55109,1.432407,1.489409,1.447722
2026-08-27,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,43072,33154,431,8,62318,1.446833,1.489409,1.497881
2026-08-28,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,46084,35462,461,9,69340,1.504644,1.489409,1.534494
2026-08-29,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,45754,35231,458,9,70742,1.546138,1.489409,1.53693
2026-08-30,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,51883,39923,519,11,80362,1.548908,1.489409,1.592164
2026-08-31,SYN-GOOG-03,Generated shopping group A,Google Ads,holdout,42371,32615,424,9,70358,1.660523,1.489409,1.495215
2026-01-04,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38153,26214,367,8,65514,1.717139,,
2026-01-05,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38083,26143,366,8,62574,1.643095,,
2026-01-06,SYN-GOOG-04,Generated shopping group B,Google Ads,development,33462,23000,322,7,52274,1.56219,,
2026-01-07,SYN-GOOG-04,Generated shopping group B,Google Ads,development,29103,20000,280,6,46787,1.607635,,
2026-01-08,SYN-GOOG-04,Generated shopping group B,Google Ads,development,30877,21214,297,6,50133,1.623636,,
2026-01-09,SYN-GOOG-04,Generated shopping group B,Google Ads,development,37245,25571,358,8,61579,1.653349,,
2026-01-10,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35957,24714,346,8,58917,1.63854,,
2026-01-11,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35636,24500,343,8,61730,1.732237,,
2026-01-12,SYN-GOOG-04,Generated shopping group B,Google Ads,development,34243,23500,329,7,56190,1.640919,,
2026-01-13,SYN-GOOG-04,Generated shopping group B,Google Ads,development,28445,19571,274,6,45985,1.616629,,
2026-01-14,SYN-GOOG-04,Generated shopping group B,Google Ads,development,27270,18714,262,6,43640,1.600293,,
2026-01-15,SYN-GOOG-04,Generated shopping group B,Google Ads,development,30395,20857,292,6,47249,1.554499,,
2026-01-16,SYN-GOOG-04,Generated shopping group B,Google Ads,development,37589,25786,361,8,61339,1.631834,,
2026-01-17,SYN-GOOG-04,Generated shopping group B,Google Ads,development,41012,28143,394,9,67952,1.656881,,
2026-01-18,SYN-GOOG-04,Generated shopping group B,Google Ads,development,37131,25500,357,8,61309,1.651154,,
2026-01-19,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38925,26714,374,8,62223,1.598536,,
2026-01-20,SYN-GOOG-04,Generated shopping group B,Google Ads,development,30371,20857,292,6,46683,1.537091,,
2026-01-21,SYN-GOOG-04,Generated shopping group B,Google Ads,development,32595,22357,313,6,50622,1.55306,,
2026-01-22,SYN-GOOG-04,Generated shopping group B,Google Ads,development,33770,23214,325,7,56882,1.684394,,
2026-01-23,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38522,26429,370,9,68430,1.776388,,
2026-01-24,SYN-GOOG-04,Generated shopping group B,Google Ads,development,42286,29071,407,10,74745,1.767606,,
2026-01-25,SYN-GOOG-04,Generated shopping group B,Google Ads,development,37839,26000,364,8,65630,1.734454,,
2026-01-26,SYN-GOOG-04,Generated shopping group B,Google Ads,development,40613,27929,391,8,66635,1.640731,,
2026-01-27,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35782,24571,344,8,59574,1.664915,,
2026-01-28,SYN-GOOG-04,Generated shopping group B,Google Ads,development,34162,23429,328,7,54607,1.598472,,
2026-01-29,SYN-GOOG-04,Generated shopping group B,Google Ads,development,37120,25500,357,8,63492,1.710453,,
2026-01-30,SYN-GOOG-04,Generated shopping group B,Google Ads,development,42208,29000,406,9,72373,1.714675,,
2026-01-31,SYN-GOOG-04,Generated shopping group B,Google Ads,development,40779,28000,392,9,69478,1.703769,,
2026-02-01,SYN-GOOG-04,Generated shopping group B,Google Ads,development,40976,28143,394,10,75804,1.849961,,
2026-02-02,SYN-GOOG-04,Generated shopping group B,Google Ads,development,37824,26000,364,9,66799,1.766048,,
2026-02-03,SYN-GOOG-04,Generated shopping group B,Google Ads,development,34426,23643,331,7,58282,1.692965,,
2026-02-04,SYN-GOOG-04,Generated shopping group B,Google Ads,development,32846,22571,316,6,50466,1.536443,,
2026-02-05,SYN-GOOG-04,Generated shopping group B,Google Ads,development,30977,21286,298,6,50453,1.628725,,
2026-02-06,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38219,26214,367,8,62176,1.626835,,
2026-02-07,SYN-GOOG-04,Generated shopping group B,Google Ads,development,40885,28071,393,9,72318,1.768815,,
2026-02-08,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35562,24429,342,8,59854,1.683089,,
2026-02-09,SYN-GOOG-04,Generated shopping group B,Google Ads,development,31515,21643,303,7,51497,1.634047,,
2026-02-10,SYN-GOOG-04,Generated shopping group B,Google Ads,development,29614,20357,285,6,45152,1.524684,,
2026-02-11,SYN-GOOG-04,Generated shopping group B,Google Ads,development,27388,18786,263,5,42276,1.543596,,
2026-02-12,SYN-GOOG-04,Generated shopping group B,Google Ads,development,28697,19714,276,6,44731,1.558734,,
2026-02-13,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35425,24357,341,7,56947,1.607537,,
2026-02-14,SYN-GOOG-04,Generated shopping group B,Google Ads,development,37696,25857,362,8,64068,1.699597,,
2026-02-15,SYN-GOOG-04,Generated shopping group B,Google Ads,development,33910,23286,326,8,60490,1.78384,,
2026-02-16,SYN-GOOG-04,Generated shopping group B,Google Ads,development,32717,22500,315,7,54924,1.67876,,
2026-02-17,SYN-GOOG-04,Generated shopping group B,Google Ads,development,36096,24786,347,7,57867,1.603142,,
2026-02-18,SYN-GOOG-04,Generated shopping group B,Google Ads,development,32951,22643,317,7,53687,1.629298,,
2026-02-19,SYN-GOOG-04,Generated shopping group B,Google Ads,development,36962,25357,355,8,62654,1.695092,,
2026-02-20,SYN-GOOG-04,Generated shopping group B,Google Ads,development,40995,28143,394,9,69426,1.693524,,
2026-02-21,SYN-GOOG-04,Generated shopping group B,Google Ads,development,41919,28786,403,10,75371,1.798015,,
2026-02-22,SYN-GOOG-04,Generated shopping group B,Google Ads,development,40012,27500,385,9,68475,1.711362,,
2026-02-23,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38865,26714,374,9,67721,1.742468,,
2026-02-24,SYN-GOOG-04,Generated shopping group B,Google Ads,development,36642,25143,352,8,61813,1.686944,,
2026-02-25,SYN-GOOG-04,Generated shopping group B,Google Ads,development,34841,23929,335,8,58920,1.691111,,
2026-02-26,SYN-GOOG-04,Generated shopping group B,Google Ads,development,39228,26929,377,8,65668,1.674008,,
2026-02-27,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38862,26714,374,9,67451,1.735654,,
2026-02-28,SYN-GOOG-04,Generated shopping group B,Google Ads,development,46222,31714,444,10,81016,1.752758,,
2026-03-01,SYN-GOOG-04,Generated shopping group B,Google Ads,development,41167,28286,396,9,70671,1.716691,,
2026-03-02,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38355,26357,369,8,63368,1.652144,,
2026-03-03,SYN-GOOG-04,Generated shopping group B,Google Ads,development,31992,22000,308,7,51719,1.616623,,
2026-03-04,SYN-GOOG-04,Generated shopping group B,Google Ads,development,31523,21643,303,7,54226,1.720204,,
2026-03-05,SYN-GOOG-04,Generated shopping group B,Google Ads,development,32225,22143,310,7,52358,1.624763,,
2026-03-06,SYN-GOOG-04,Generated shopping group B,Google Ads,development,37089,25500,357,8,62585,1.687428,,
2026-03-07,SYN-GOOG-04,Generated shopping group B,Google Ads,development,39894,27429,384,9,70082,1.756705,,
2026-03-08,SYN-GOOG-04,Generated shopping group B,Google Ads,development,39543,27143,380,8,65576,1.658347,,
2026-03-09,SYN-GOOG-04,Generated shopping group B,Google Ads,development,36728,25214,353,8,61094,1.663418,,
2026-03-10,SYN-GOOG-04,Generated shopping group B,Google Ads,development,30612,21000,294,6,47304,1.545276,,
2026-03-11,SYN-GOOG-04,Generated shopping group B,Google Ads,development,30233,20786,291,6,47576,1.573645,,
2026-03-12,SYN-GOOG-04,Generated shopping group B,Google Ads,development,28126,19286,270,6,47887,1.702588,,
2026-03-13,SYN-GOOG-04,Generated shopping group B,Google Ads,development,34207,23500,329,7,56606,1.654807,,
2026-03-14,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38813,26643,373,8,64706,1.667122,,
2026-03-15,SYN-GOOG-04,Generated shopping group B,Google Ads,development,39176,26929,377,8,64093,1.636027,,
2026-03-16,SYN-GOOG-04,Generated shopping group B,Google Ads,development,31734,21786,305,7,55309,1.742894,,
2026-03-17,SYN-GOOG-04,Generated shopping group B,Google Ads,development,29348,20143,282,6,48011,1.635921,,
2026-03-18,SYN-GOOG-04,Generated shopping group B,Google Ads,development,27196,18714,262,5,42278,1.554567,,
2026-03-19,SYN-GOOG-04,Generated shopping group B,Google Ads,development,32241,22143,310,7,55205,1.712261,,
2026-03-20,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35020,24071,337,8,61159,1.746402,,
2026-03-21,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38195,26214,367,8,65278,1.709072,,
2026-03-22,SYN-GOOG-04,Generated shopping group B,Google Ads,development,39408,27071,379,9,70309,1.78413,,
2026-03-23,SYN-GOOG-04,Generated shopping group B,Google Ads,development,36061,24786,347,8,60872,1.688029,,
2026-03-24,SYN-GOOG-04,Generated shopping group B,Google Ads,development,34240,23500,329,7,56599,1.653008,,
2026-03-25,SYN-GOOG-04,Generated shopping group B,Google Ads,development,32458,22286,312,7,56051,1.726878,,
2026-03-26,SYN-GOOG-04,Generated shopping group B,Google Ads,development,40080,27500,385,8,63120,1.57485,,
2026-03-27,SYN-GOOG-04,Generated shopping group B,Google Ads,development,42142,28929,405,9,72437,1.718879,,
2026-03-28,SYN-GOOG-04,Generated shopping group B,Google Ads,development,42921,29500,413,10,82055,1.911768,,
2026-03-29,SYN-GOOG-04,Generated shopping group B,Google Ads,development,45601,31286,438,10,81207,1.780816,,
2026-03-30,SYN-GOOG-04,Generated shopping group B,Google Ads,development,39772,27286,382,9,68701,1.727371,,
2026-03-31,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35622,24500,343,8,60038,1.685419,,
2026-04-01,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35261,24214,339,7,56015,1.588582,,
2026-04-02,SYN-GOOG-04,Generated shopping group B,Google Ads,development,36023,24714,346,8,59307,1.646365,,
2026-04-03,SYN-GOOG-04,Generated shopping group B,Google Ads,development,40979,28143,394,9,68790,1.678665,,
2026-04-04,SYN-GOOG-04,Generated shopping group B,Google Ads,development,39635,27214,381,9,68093,1.718002,,
2026-04-05,SYN-GOOG-04,Generated shopping group B,Google Ads,development,38772,26643,373,9,67697,1.746028,,
2026-04-06,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35267,24214,339,7,58601,1.661638,,
2026-04-07,SYN-GOOG-04,Generated shopping group B,Google Ads,development,31310,21500,301,6,49639,1.585404,,
2026-04-08,SYN-GOOG-04,Generated shopping group B,Google Ads,development,31366,21571,302,7,51428,1.63961,,
2026-04-09,SYN-GOOG-04,Generated shopping group B,Google Ads,development,30917,21214,297,6,48058,1.55442,,
2026-04-10,SYN-GOOG-04,Generated shopping group B,Google Ads,development,33378,22929,321,7,54106,1.621008,,
2026-04-11,SYN-GOOG-04,Generated shopping group B,Google Ads,development,39882,27357,383,9,66885,1.677072,,
2026-04-12,SYN-GOOG-04,Generated shopping group B,Google Ads,development,37531,25786,361,8,61622,1.641896,,
2026-04-13,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35097,24071,337,7,57802,1.646921,,
2026-04-14,SYN-GOOG-04,Generated shopping group B,Google Ads,development,32204,22143,310,6,50582,1.570674,,
2026-04-15,SYN-GOOG-04,Generated shopping group B,Google Ads,development,27912,19143,268,6,44091,1.579643,,
2026-04-16,SYN-GOOG-04,Generated shopping group B,Google Ads,development,32981,22643,317,7,53985,1.636852,,
2026-04-17,SYN-GOOG-04,Generated shopping group B,Google Ads,development,34901,24000,336,7,58439,1.674422,,
2026-04-18,SYN-GOOG-04,Generated shopping group B,Google Ads,development,41776,28714,402,9,73330,1.755314,,
2026-04-19,SYN-GOOG-04,Generated shopping group B,Google Ads,development,41834,28714,402,9,71732,1.714682,,
2026-04-20,SYN-GOOG-04,Generated shopping group B,Google Ads,development,36780,25286,354,8,59958,1.630179,,
2026-04-21,SYN-GOOG-04,Generated shopping group B,Google Ads,development,35526,24429,342,7,57840,1.628103,,
2026-04-22,SYN-GOOG-04,Generated shopping group B,Google Ads,development,29855,20500,287,6,48418,1.621772,,
2026-04-23,SYN-GOOG-04,Generated shopping group B,Google Ads,development,36005,24714,346,8,61721,1.714234,,
2026-04-24,SYN-GOOG-04,Generated shopping group B,Google Ads,development,40756,28000,392,9,71183,1.746565,,
2026-04-25,SYN-GOOG-04,Generated shopping group B,Google Ads,development,43076,29571,414,10,78791,1.829116,,
2026-04-26,SYN-GOOG-04,Generated shopping group B,Google Ads,development,43048,29571,414,10,77265,1.794857,,
