account_id,cohort,tenure_months,usage_change_90d,communication_gap_days,billing_change,delivered_performance_index,support_contacts_90d,monthly_revenue,churned_120d,lead_time_days,model_probability
SYN-02179,development,83,-0.3484,6,0,0.7273,0,1596.6,0,0,0.110823
SYN-02180,development,54,-0.3657,18,0,0.8901,0,1046.43,0,0,0.129462
SYN-02181,development,78,-0.0454,48,0,1.0422,0,5153.8,0,0,0.094641
SYN-02182,development,63,0.1555,40,0,0.8644,4,2307.77,0,0,0.111626
SYN-02183,development,64,0.2393,19,0,0.8368,0,825.14,0,0,0.059589
SYN-02184,development,51,-0.1494,1,0,0.8129,0,558.98,0,0,0.085707
SYN-02185,development,54,0.0792,1,0,0.9324,0,1962.39,0,0,0.05463
SYN-02186,development,52,-0.688,59,1,0.8685,0,1668.31,1,50,0.475889
SYN-02187,development,56,-0.3216,13,1,0.8664,1,3120.07,0,0,0.222589
SYN-02188,development,12,-0.0476,41,0,0.8709,1,799.26,0,0,0.148342
SYN-02189,development,43,0.3075,39,0,0.8325,0,498.92,0,0,0.078264
SYN-02190,development,10,-0.0455,1,0,1.0625,0,1101.5,0,0,0.07002
SYN-02191,development,51,0.396,28,0,0.8525,0,836.47,0,0,0.056594
SYN-02192,development,68,0.6034,17,0,0.8944,2,831.27,0,0,0.037752
SYN-02193,development,81,0.2595,23,0,1.0162,3,1811.88,0,0,0.05897
SYN-02194,development,28,-0.0258,20,0,0.8487,0,754.96,0,0,0.09908
SYN-02195,development,11,-0.1242,41,1,0.761,0,808.16,0,0,0.295399
SYN-02196,development,48,-0.1592,24,0,0.7499,0,1118.26,0,0,0.12402
SYN-02197,development,11,0.3495,20,1,0.7426,1,3800.3,0,0,0.140865
SYN-02198,development,31,-0.126,77,0,1.0523,0,990.93,0,0,0.188428
SYN-02199,development,47,-0.2092,37,0,1.0158,1,708.43,0,0,0.133491
SYN-02200,development,75,-0.4204,25,0,0.8768,0,435.1,0,0,0.142004
SYN-02201,development,31,0.2954,20,0,0.6682,8,2035.2,0,0,0.128171
SYN-02202,development,82,0.0171,34,1,0.9717,0,1302.19,0,0,0.152992
SYN-02203,development,2,-0.0162,30,0,1.0194,1,812.23,1,59,0.113783
SYN-02204,development,27,-0.3113,25,0,1.2197,0,1305.03,0,0,0.110032
SYN-02205,development,77,-0.0541,12,0,1.0103,0,1295.51,0,0,0.064736
SYN-02206,development,16,-0.2506,52,0,0.9453,2,1040.44,1,89,0.211902
SYN-02207,development,44,-0.0065,46,0,1.0152,2,4122.79,0,0,0.119733
SYN-02208,development,12,-0.0585,1,0,0.7837,2,939.85,0,0,0.104639
SYN-02209,development,73,-0.2246,1,0,1.0446,0,330.95,0,0,0.070263
SYN-02210,development,45,0.3464,47,0,1.1042,1,897.49,0,0,0.068247
SYN-02211,development,5,0.0138,32,0,0.997,6,404.86,0,0,0.158282
SYN-02212,development,2,0.0067,4,0,0.8469,4,405.95,0,0,0.113589
SYN-02213,development,11,0.1978,29,0,0.9353,2,2424.77,0,0,0.092558
SYN-02214,development,67,-0.5108,34,0,0.8863,1,4242.14,0,0,0.183788
SYN-02215,development,30,0.0558,24,0,0.8428,5,1635.08,0,0,0.129804
SYN-02216,development,30,-0.0195,1,1,0.8577,0,568.31,0,0,0.145029
SYN-02217,development,26,-0.2133,21,0,0.9099,4,964.21,0,0,0.158453
SYN-02218,development,52,0.685,34,0,1.033,0,250.73,0,0,0.034874
SYN-02219,development,58,-0.3663,12,0,0.8482,0,555.55,1,126,0.123388
SYN-02220,development,11,-0.0771,32,0,0.8553,0,3380.28,0,0,0.126895
SYN-02221,development,61,0.0299,15,0,0.8002,0,1992.67,0,0,0.077274
SYN-02222,development,72,-0.2938,1,0,0.8686,2,1214.49,0,0,0.102981
SYN-02223,development,46,-0.1453,1,0,0.7381,2,1564.91,0,0,0.105375
SYN-02224,development,56,0.0281,32,0,0.872,1,819.08,0,0,0.100893
SYN-02225,development,51,0.2809,45,0,0.8972,0,1941.07,0,0,0.078531
SYN-02226,development,82,0.2392,47,0,0.5498,2,844.68,1,66,0.118966
SYN-02227,development,61,-0.4494,41,1,1.0896,0,1333.72,0,0,0.277799
SYN-02228,development,7,-0.3752,7,0,0.871,0,598.09,1,68,0.140407
SYN-02229,development,76,0.2258,32,0,0.7416,0,1795.14,0,0,0.073973
SYN-02230,development,69,0.5229,1,0,0.9715,5,2065.62,0,0,0.038385
SYN-02231,development,13,-0.2317,31,0,1.2377,1,1619.2,0,0,0.118965
SYN-02232,development,81,-0.0997,52,0,1.1191,2,1693.75,0,0,0.118397
SYN-02233,development,83,-0.1186,46,0,0.8923,2,1381.7,0,0,0.136185
SYN-02234,development,49,-0.0903,9,0,0.8191,1,3037.47,0,0,0.091526
SYN-02235,development,77,-0.1167,29,0,1.0905,0,593.11,0,0,0.082871
SYN-02236,development,15,-0.2017,31,0,0.8748,0,2112.81,0,0,0.144187
SYN-02237,development,5,-0.0595,49,1,0.7911,0,258.08,0,0,0.301004
SYN-02238,development,72,0.0132,3,0,0.9011,0,1542.39,0,0,0.058917
SYN-02239,development,72,0.1227,47,1,1.0074,8,1712.0,0,0,0.256796
SYN-02240,development,35,0.0772,32,1,0.7341,0,966.35,0,0,0.201759
SYN-02241,development,59,-0.6444,4,0,0.8288,0,2026.84,1,88,0.157187
SYN-02242,development,5,0.1067,28,0,1.1292,2,3142.26,0,0,0.087907
SYN-02243,development,72,0.0987,2,1,0.8372,2,3623.56,0,0,0.119888
SYN-02244,development,67,-0.2921,54,0,0.9511,1,1242.78,1,91,0.176474
SYN-02245,development,68,-0.1563,53,0,0.9839,1,375.84,0,0,0.144792
SYN-02246,development,39,0.297,43,0,0.8379,4,999.03,0,0,0.110815
SYN-02247,development,49,-0.0247,31,0,0.7772,0,759.86,1,126,0.111492
SYN-02248,development,2,-0.1422,36,0,0.8068,1,2723.92,0,0,0.167693
SYN-02249,development,4,0.062,61,0,0.7342,1,705.05,0,0,0.190499
SYN-02250,development,78,0.1301,22,0,0.7484,0,2204.78,0,0,0.072174
SYN-02251,development,2,-0.3206,10,0,0.9355,0,3937.83,1,83,0.125848
SYN-02252,development,70,-0.2418,41,1,0.9828,1,2153.0,1,80,0.244555
SYN-02253,development,7,-0.3976,13,0,0.9842,4,746.21,1,97,0.18221
SYN-02254,development,69,-0.3772,59,0,0.7358,0,4272.69,0,0,0.22048
SYN-02255,development,18,-0.0241,36,0,0.8366,2,808.35,0,0,0.14545
SYN-02256,development,78,0.1511,58,0,1.0661,0,453.87,0,0,0.086744
SYN-02257,development,73,-0.3783,1,0,0.9311,5,591.16,0,0,0.133577
SYN-02258,development,11,0.1521,1,0,0.963,0,1118.48,0,0,0.058419
SYN-02259,development,30,0.2852,3,0,0.9606,0,3637.09,0,0,0.044572
SYN-02260,development,80,-0.1719,26,0,0.8453,0,2782.12,1,64,0.102377
SYN-02261,development,84,-0.0603,49,0,0.987,0,770.57,0,0,0.10618
SYN-02262,development,26,0.1545,31,0,0.8666,1,1383.7,0,0,0.09514
SYN-02263,development,36,-0.035,36,0,0.8225,2,469.13,0,0,0.139739
SYN-02264,development,35,-0.5108,52,0,1.0112,1,2668.23,1,58,0.23378
SYN-02265,development,6,-0.2912,27,0,0.7787,2,587.5,1,42,0.198148
SYN-02266,development,80,-0.0114,21,0,0.928,1,1081.55,0,0,0.079007
SYN-02267,development,8,-0.0058,17,0,0.9252,0,3131.85,0,0,0.091163
SYN-02268,development,12,0.1171,27,0,0.7102,3,283.82,0,0,0.13363
SYN-02269,development,4,-0.4637,53,0,0.8385,2,419.26,0,0,0.305537
SYN-02270,development,14,-0.1309,27,0,0.7946,4,2472.12,0,0,0.174018
SYN-02271,development,56,0.2769,26,0,0.8041,4,2600.9,0,0,0.085878
SYN-02272,development,74,-0.1341,3,0,0.8242,0,625.3,0,0,0.077498
SYN-02273,development,18,0.3125,11,0,0.9456,3,1081.82,0,0,0.065757
SYN-02274,development,3,0.2993,45,0,0.9109,0,807.49,0,0,0.09375
SYN-02275,development,27,-0.3657,41,0,1.0943,1,2158.94,0,0,0.168809
SYN-02276,development,49,0.0154,2,0,1.0912,3,707.39,0,0,0.067209
SYN-02277,development,4,-0.5551,45,0,0.9562,2,2622.13,0,0,0.278487
SYN-02278,development,7,-0.4362,19,0,0.7471,2,1090.33,1,71,0.216995
SYN-02279,development,66,0.1216,30,0,0.8644,2,1134.78,0,0,0.089649
SYN-02280,development,42,-0.0854,34,0,1.0424,0,1745.27,1,91,0.100794
SYN-02281,development,61,0.4847,50,0,0.7283,0,1481.32,0,0,0.07186
SYN-02282,development,76,-0.3043,1,0,1.1788,0,2735.55,0,0,0.066092
SYN-02283,development,48,0.1593,34,0,1.1526,3,1039.63,0,0,0.080184
SYN-02284,development,13,-0.0253,48,0,1.0071,0,727.45,0,0,0.130859
SYN-02285,development,24,-0.0999,40,0,0.8867,0,1692.48,0,0,0.136399
SYN-02286,development,54,0.1744,37,1,1.1044,0,789.41,0,0,0.13089
SYN-02287,development,11,-0.0626,26,0,0.8136,0,1053.86,0,0,0.123403
SYN-02288,development,13,-0.3713,40,0,0.9812,1,2861.19,0,0,0.192202
SYN-02289,development,71,-0.2017,1,0,0.9994,0,1275.49,0,0,0.070683
SYN-02290,development,17,-0.7016,18,0,1.0342,0,619.79,0,0,0.199951
SYN-02291,development,8,-0.095,6,1,0.9168,0,936.99,0,0,0.174095
SYN-02292,development,79,-0.0173,1,0,0.8851,0,891.4,0,0,0.059428
SYN-02293,development,59,-0.2741,48,0,1.0115,0,358.89,0,0,0.149376
SYN-02294,development,76,0.2054,28,1,1.0487,0,555.12,0,0,0.108257
SYN-02295,development,9,-0.3679,14,0,0.8252,1,1131.35,0,0,0.1656
SYN-02296,development,46,-0.0049,10,0,0.9495,1,1555.39,1,102,0.076012
SYN-02297,development,38,0.2276,26,0,0.6698,0,3173.88,0,0,0.083675
SYN-02298,development,22,0.0954,65,0,0.8309,0,455.01,0,0,0.156139
SYN-02299,development,52,-0.0477,27,0,0.8383,1,419.24,0,0,0.109867
SYN-02300,development,25,-0.1737,41,0,1.0225,1,1326.05,0,0,0.14423
SYN-02301,development,8,-0.0577,8,0,1.0386,0,1562.95,0,0,0.080013
SYN-02302,development,18,0.1369,6,0,1.0086,4,1996.6,0,0,0.077995
SYN-02303,development,16,-0.2202,6,0,0.9791,0,400.39,0,0,0.100147
SYN-02304,development,58,-0.3707,38,0,0.8158,6,1137.62,0,0,0.249943
SYN-02305,development,72,0.2173,37,0,0.9768,0,1526.29,0,0,0.065825
SYN-02306,development,9,0.1806,51,1,0.7661,0,1752.12,1,94,0.235449
SYN-02307,development,25,-0.5822,29,0,0.8429,0,668.44,0,0,0.222691
SYN-02308,development,39,0.5226,33,0,0.9473,2,1425.39,0,0,0.056229
SYN-02309,development,65,-0.1128,45,1,0.7547,0,2600.03,0,0,0.251056
SYN-02310,development,79,-0.2092,10,0,1.029,4,2155.97,0,0,0.098964
SYN-02311,development,72,-0.1272,1,0,0.9707,0,1280.17,0,0,0.065339
SYN-02312,development,7,0.4103,6,0,1.1064,0,1196.65,0,0,0.038902
SYN-02313,development,49,-0.0792,37,0,0.9528,4,2546.26,0,0,0.141362
SYN-02314,development,40,-0.247,7,0,1.1046,0,995.92,0,0,0.084441
SYN-02315,development,71,0.2885,7,0,0.8962,2,807.29,0,0,0.050211
SYN-02316,development,47,0.1588,6,0,0.8352,1,1492.47,0,0,0.063932
SYN-02317,development,32,0.0878,31,0,0.9002,0,1915.13,1,116,0.091116
SYN-02318,development,83,0.1952,29,0,1.0028,3,1947.02,0,0,0.069902
SYN-02319,development,38,-0.722,23,0,0.9932,6,1019.1,0,0,0.291659
SYN-02320,development,6,0.1943,3,0,0.9563,1,1163.25,1,113,0.062539
SYN-02321,development,12,-0.4325,44,0,1.1204,6,1312.39,0,0,0.265505
SYN-02322,development,51,-0.1657,35,0,0.8496,0,249.55,0,0,0.131667
SYN-02323,development,57,-0.1925,42,0,0.7793,5,1201.04,0,0,0.208027
SYN-02324,development,62,0.3512,28,1,0.9275,0,3393.64,1,144,0.101639
SYN-02325,development,32,0.263,25,0,0.8173,7,2159.74,0,0,0.116309
SYN-02326,development,51,0.0149,24,0,0.9623,1,3621.19,0,0,0.083864
SYN-02327,development,26,-0.4657,8,0,0.663,1,3421.19,0,0,0.1806
SYN-02328,development,5,-0.015,1,0,1.222,0,930.78,0,0,0.059377
SYN-02329,development,76,-0.2449,54,0,0.6963,3,1467.85,0,0,0.22287
SYN-02330,development,58,-0.2504,1,0,0.9987,1,5351.22,0,0,0.080941
SYN-02331,development,59,0.0247,37,0,0.8445,3,2555.37,0,0,0.122397
SYN-02332,development,67,-0.1992,50,0,0.7854,5,512.08,0,0,0.222161
SYN-02333,development,60,0.0891,19,0,0.8253,1,4671.21,0,0,0.07645
SYN-02334,development,43,-0.002,26,0,0.8891,3,471.43,0,0,0.116069
SYN-02335,development,76,-0.2229,7,0,0.8269,6,1335.3,0,0,0.135353
SYN-02336,development,70,0.1016,39,0,0.7459,0,3217.71,0,0,0.095854
SYN-02337,development,27,0.2805,1,0,1.0964,1,1706.82,0,0,0.043007
SYN-02338,development,23,-0.2705,40,0,0.8317,3,1001.39,0,0,0.214181
SYN-02339,development,84,-0.2258,61,0,0.9408,1,1479.44,0,0,0.167106
SYN-02340,development,12,0.2364,17,0,0.8596,1,1791.91,0,0,0.075282
SYN-02341,development,9,-0.0333,25,1,0.9042,2,444.7,0,0,0.230539
SYN-02342,development,48,-0.2517,15,0,0.9026,1,3789.96,0,0,0.112702
SYN-02343,development,81,-0.273,47,0,0.8017,5,291.43,1,79,0.220042
SYN-02344,development,75,0.0904,40,0,1.017,1,1715.59,0,0,0.082799
SYN-02345,development,4,-0.0034,47,0,0.6802,3,2506.7,0,0,0.20203
SYN-02346,development,26,-0.0877,7,0,1.073,0,1075.84,0,0,0.074377
SYN-02347,development,44,-0.0668,46,0,0.8486,4,1470.49,0,0,0.174859
SYN-02348,development,7,0.3108,48,0,1.0033,0,2208.91,0,0,0.085334
SYN-02349,development,6,0.1733,33,0,0.958,0,1805.14,0,0,0.088424
SYN-02350,development,24,0.146,56,0,0.8443,0,3118.65,0,0,0.124384
SYN-02351,development,76,-0.4291,3,0,0.9042,1,1560.4,1,117,0.111637
SYN-02352,development,83,-0.126,13,0,1.0476,0,813.24,0,0,0.068587
SYN-02353,development,84,-0.0395,20,0,1.25,6,651.42,0,0,0.084952
SYN-02354,development,58,0.2334,30,0,0.7787,0,2464.42,0,0,0.073653
SYN-02355,development,48,0.066,22,0,1.2431,3,194.74,0,0,0.072171
SYN-02356,development,60,-0.0309,24,0,0.848,6,870.09,0,0,0.138209
SYN-02357,development,54,-0.1686,6,0,0.7961,0,3059.58,0,0,0.091011
SYN-02358,development,69,-0.0267,15,1,0.9215,0,1592.34,0,0,0.139792
SYN-02359,development,41,0.3214,18,1,0.8898,0,997.48,0,0,0.10792
SYN-02360,development,62,0.1365,23,1,1.1257,0,2874.04,0,0,0.106483
SYN-02361,development,36,0.1215,1,0,0.8498,0,716.18,0,0,0.061164
SYN-02362,development,10,-0.1485,37,0,0.9665,1,1126.35,0,0,0.148209
SYN-02363,development,43,-0.6752,3,0,1.0142,0,1292.94,1,42,0.148241
SYN-02364,development,59,-0.1123,1,0,0.8612,1,1549.82,0,0,0.079935
SYN-02365,development,66,-0.3342,50,0,1.0131,10,986.62,0,0,0.288586
SYN-02366,development,11,0.0198,42,0,0.6997,0,3397.2,0,0,0.145244
SYN-02367,development,6,0.1297,1,0,1.1238,0,2835.99,0,0,0.051736
SYN-02368,development,54,-0.5113,13,0,0.7382,2,995.12,0,0,0.188
SYN-02369,development,34,-0.0099,49,0,0.9265,0,1004.96,1,122,0.12774
SYN-02370,development,67,-0.1078,59,1,1.0097,0,1192.33,0,0,0.242577
SYN-02371,development,41,0.1722,15,0,1.0467,0,3296.8,0,0,0.054262
SYN-02372,development,37,-0.4118,16,0,0.8278,0,575.84,0,0,0.151579
SYN-02373,development,8,-0.0071,40,0,0.8469,3,2354.99,0,0,0.161227
SYN-02374,development,27,0.1225,36,0,1.0047,1,606.37,0,0,0.094209
SYN-02375,development,44,0.2493,62,0,1.0025,1,5199.98,0,0,0.098328
SYN-02376,development,4,-0.4982,67,0,0.9242,2,1663.88,0,0,0.337943
SYN-02377,development,79,0.0403,37,0,0.8757,1,1117.18,0,0,0.095751
SYN-02378,development,73,-0.1025,17,0,0.8784,0,1823.28,0,0,0.084094
SYN-02379,development,23,-0.2529,28,0,0.9157,0,3529.94,0,0,0.136214
SYN-02380,development,42,-0.1872,19,0,0.7565,0,1068.49,1,81,0.122958
SYN-02381,development,24,0.0232,17,1,0.8882,1,861.65,0,0,0.176972
SYN-02382,development,73,-0.258,1,0,1.0001,1,537.4,0,0,0.081873
SYN-02383,development,31,0.1463,41,1,0.6984,0,577.45,0,0,0.216308
SYN-02384,development,56,0.4625,47,0,0.8208,0,860.69,0,0,0.067311
SYN-02385,development,15,0.0746,18,0,1.0614,0,884.0,0,0,0.073466
SYN-02386,development,60,-0.1366,1,0,0.5698,0,605.35,0,0,0.100859
SYN-02387,development,62,-0.3725,39,0,0.6795,0,1187.67,0,0,0.193939
SYN-02388,development,26,0.2693,11,0,0.8004,0,770.28,0,0,0.062464
SYN-02389,development,74,0.1648,18,0,0.861,3,748.48,0,0,0.075579
SYN-02390,development,9,0.4228,47,0,0.8714,4,1789.83,0,0,0.107513
SYN-02391,development,65,0.0477,18,0,0.8074,1,2100.91,0,0,0.082174
SYN-02392,development,17,0.2652,7,0,0.8764,0,1767.65,0,0,0.056839
SYN-02393,development,46,-0.1932,1,0,1.0474,1,2681.36,0,0,0.0782
SYN-02394,development,74,-0.3945,27,0,1.1746,2,2025.47,0,0,0.122688
SYN-02395,development,81,-0.0457,47,0,0.8396,0,6093.33,0,0,0.109105
SYN-02396,development,43,-0.1344,13,0,0.8744,2,536.05,0,0,0.110282
SYN-02397,development,18,-0.2118,35,0,0.9022,3,761.21,0,0,0.182388
SYN-02398,development,82,-0.3335,15,1,0.8782,0,987.0,0,0,0.201171
SYN-02399,development,69,-0.5511,17,0,0.9489,0,1271.12,0,0,0.144282
SYN-02400,development,2,-0.2093,40,0,0.8756,1,500.02,0,0,0.185085
SYN-02401,development,17,-0.1004,42,0,0.81,5,866.57,0,0,0.211694
SYN-02402,development,76,-0.3039,28,0,0.9483,1,1372.44,0,0,0.125963
SYN-02403,development,77,-0.1976,43,0,0.9324,3,2064.29,0,0,0.151623
SYN-02404,development,2,-0.0927,22,0,1.0302,0,986.79,0,0,0.104688
SYN-02405,development,63,-0.0792,31,0,0.9473,0,5995.37,1,93,0.090742
SYN-02406,development,19,0.1396,36,0,1.25,0,1856.58,0,0,0.069887
SYN-02407,development,59,-0.226,36,0,0.8812,0,1233.33,0,0,0.133964
SYN-02408,development,78,0.2723,40,0,0.8722,0,2133.63,0,0,0.067716
SYN-02409,development,72,0.2836,64,1,0.9729,0,2994.66,1,134,0.161422
SYN-02410,development,80,-0.2473,5,0,1.1774,0,1462.08,0,0,0.064672
SYN-02411,development,23,-0.2166,18,0,0.9704,3,880.73,0,0,0.138306
SYN-02412,development,17,-0.1616,38,0,0.8819,1,463.18,0,0,0.160596
SYN-02413,development,16,-0.7163,46,0,1.1557,1,606.82,0,0,0.268698
SYN-02414,development,76,-0.6295,14,0,0.8932,1,1190.82,0,0,0.166747
SYN-02415,development,62,-0.2835,1,0,0.8061,2,2800.98,0,0,0.109491
SYN-02416,development,18,0.5257,33,0,0.9987,0,1313.26,0,0,0.050611
SYN-02417,development,16,-0.3863,21,0,0.8815,2,643.09,1,85,0.18339
SYN-02418,development,3,-0.2413,26,0,1.051,10,1688.06,0,0,0.241453
SYN-02419,development,45,-0.6457,10,0,0.9466,3,2254.33,0,0,0.19497
SYN-02420,development,20,0.3077,26,0,1.1503,0,592.4,0,0,0.053967
SYN-02421,development,16,-0.27,14,0,0.8497,0,3626.52,0,0,0.12694
SYN-02422,development,49,-0.4296,13,0,0.9208,0,3967.92,0,0,0.126138
SYN-02423,development,5,-0.3607,28,0,1.0204,0,975.79,0,0,0.157785
SYN-02424,development,43,-0.4506,11,0,0.8886,0,4155.91,0,0,0.132653
SYN-02425,development,75,-0.4538,23,0,0.6839,2,1063.87,0,0,0.190708
SYN-02426,development,15,0.0709,31,0,1.0901,0,3156.73,0,0,0.082866
SYN-02427,development,16,-0.152,35,1,0.8396,3,303.29,0,0,0.314591
SYN-02428,development,18,0.1767,5,0,0.8874,2,769.18,0,0,0.071932
SYN-02429,development,19,0.2189,11,0,1.0615,4,2151.69,0,0,0.070697
SYN-02430,development,59,0.0895,30,0,1.1252,5,809.47,0,0,0.094258
SYN-02431,development,46,0.0799,34,0,0.7874,1,503.65,0,0,0.109046
SYN-02432,development,41,0.0386,74,1,1.1406,0,2316.36,0,0,0.238092
SYN-02433,development,53,-0.2922,24,0,0.7874,1,1884.84,0,0,0.147244
SYN-02434,development,39,-0.0219,15,0,0.7333,3,556.02,0,0,0.120353
SYN-02435,development,32,0.158,10,0,0.938,0,404.29,0,0,0.061867
SYN-02436,development,50,0.3713,38,0,0.8884,3,563.11,1,112,0.080782
SYN-02437,development,58,-0.0391,31,0,0.7667,0,2018.46,0,0,0.108746
SYN-02438,development,11,0.2343,54,0,0.6496,1,2266.12,0,0,0.145691
SYN-02439,development,59,-0.0962,26,0,1.1841,0,1025.21,0,0,0.076282
SYN-02440,development,52,0.2957,35,0,1.1205,3,1100.96,0,0,0.068438
SYN-02441,development,45,0.1089,27,0,0.6809,3,1251.88,0,0,0.120044
SYN-02442,development,39,-0.4157,22,0,0.9301,7,2019.77,0,0,0.226729
SYN-02443,development,7,0.0834,34,0,1.0179,4,5371.52,0,0,0.119324
SYN-02444,development,49,0.0808,33,0,0.9304,4,511.28,0,0,0.114884
SYN-02445,development,55,-0.024,38,0,1.0046,0,1859.84,0,0,0.095917
SYN-02446,development,72,0.0247,21,1,1.1859,3,498.38,0,0,0.137733
SYN-02447,development,57,0.0544,43,0,1.046,2,2113.86,0,0,0.100995
SYN-02448,development,77,0.2252,18,0,0.8595,4,1106.66,0,0,0.073603
SYN-02449,development,32,-0.5774,12,1,0.8983,1,2636.04,0,0,0.307996
SYN-02450,development,76,0.317,12,0,0.9534,0,823.2,0,0,0.041426
SYN-02451,development,12,-0.1611,8,0,0.6419,0,1327.07,0,0,0.128337
SYN-02452,development,26,0.1687,34,0,0.8953,0,3113.52,0,0,0.086276
SYN-02453,development,4,0.436,22,0,1.0784,1,1460.29,0,0,0.052121
SYN-02454,development,45,0.1341,36,0,0.7203,1,3315.67,0,0,0.10706
SYN-02455,development,10,0.1011,9,0,0.757,1,861.65,0,0,0.09086
SYN-02456,development,76,-0.0895,44,0,0.6791,0,1263.93,1,92,0.138538
SYN-02457,development,28,0.1875,16,1,0.8696,6,9894.65,0,0,0.176438
SYN-02458,development,71,-0.3147,1,1,1.0757,2,1130.87,0,0,0.167723
SYN-02459,development,26,-0.4712,21,0,1.0107,0,454.4,0,0,0.155402
SYN-02460,development,75,0.1324,19,0,1.0044,0,692.65,0,0,0.056428
SYN-02461,development,55,-0.1206,34,0,0.89,1,6069.93,0,0,0.115743
SYN-02462,development,29,0.2339,21,0,0.8332,0,558.97,0,0,0.071998
SYN-02463,development,28,-0.0382,52,1,0.9443,1,3440.85,0,0,0.258084
SYN-02464,development,46,-0.3769,24,0,0.9819,0,1568.1,0,0,0.134112
SYN-02465,development,44,-0.5264,32,0,0.9067,0,844.8,1,45,0.191648
SYN-02466,development,46,0.0672,8,0,1.0374,0,6735.34,0,0,0.053633
SYN-02467,development,21,-0.6073,16,0,0.9048,0,2020.57,0,0,0.187965
SYN-02468,development,40,0.298,57,0,0.8291,10,1161.12,0,0,0.194244
SYN-02469,development,5,-0.1575,1,0,1.0414,0,1007.37,0,0,0.084782
SYN-02470,development,21,-0.1941,48,0,1.0856,1,1139.68,1,43,0.155547
SYN-02471,development,37,0.1306,1,0,0.5346,2,4937.83,1,117,0.087263
SYN-02472,development,48,0.053,1,0,0.7277,1,1207.78,0,0,0.0761
SYN-02473,development,22,-0.1387,32,1,1.1094,7,1267.9,0,0,0.300914
SYN-02474,development,3,0.3036,14,0,0.95,0,2526.89,0,0,0.05817
SYN-02475,development,8,-0.1416,3,0,0.7397,1,2406.83,1,115,0.115704
SYN-02476,development,30,0.1207,1,0,0.8956,5,562.8,0,0,0.085977
SYN-02477,development,60,0.0343,13,0,1.1149,1,876.94,0,0,0.061347
SYN-02478,development,5,-0.1676,37,0,0.7796,2,739.54,0,0,0.192786
SYN-02479,development,23,-0.0393,20,0,0.5871,4,2767.19,0,0,0.163623
SYN-02480,development,6,0.1307,35,0,0.8222,3,513.05,0,0,0.13464
SYN-02481,development,4,0.2012,38,0,0.7407,2,1048.74,0,0,0.128469
SYN-02482,development,19,0.0928,26,0,0.8513,0,994.97,0,0,0.094609
SYN-02483,development,35,-0.5333,1,0,0.6837,1,1118.25,0,0,0.176222
SYN-02484,development,52,-0.078,62,0,0.771,2,467.86,0,0,0.19735
SYN-02485,development,15,-0.2536,1,1,0.8219,0,2420.19,0,0,0.204488
SYN-02486,development,30,-0.2085,41,0,0.9325,2,4236.31,0,0,0.16376
SYN-02487,development,50,0.0122,41,1,0.9143,0,1181.17,1,67,0.19776
SYN-02488,development,7,-0.1048,35,0,0.9106,3,1619.93,0,0,0.164283
SYN-02489,development,42,0.181,7,0,0.9594,1,478.04,0,0,0.058055
SYN-02490,development,74,-0.9358,39,0,0.7857,0,1151.32,1,22,0.317394
SYN-02491,development,62,-0.0764,19,0,0.8614,0,1915.18,0,0,0.088515
SYN-02492,development,7,-0.072,15,0,0.7253,0,3534.23,1,131,0.115427
SYN-02493,development,64,0.2345,1,0,1.1465,0,936.58,0,0,0.034973
SYN-02494,development,18,-0.034,13,1,0.8913,3,2568.58,0,0,0.204297
SYN-02495,development,53,0.2553,29,0,0.9513,0,1463.6,0,0,0.06234
SYN-02496,development,36,0.1182,23,1,0.8947,0,3010.86,0,0,0.147137
SYN-02497,development,73,-0.0033,43,0,1.2367,2,754.99,0,0,0.087639
SYN-02498,development,59,0.4533,47,0,0.9587,0,1230.52,1,66,0.058954
SYN-02499,development,46,-0.151,38,0,1.0693,5,688.41,1,65,0.156691
SYN-02500,development,31,0.2162,25,0,1.064,1,747.72,1,145,0.066859
SYN-02501,development,46,-0.2647,28,0,1.1628,3,3069.19,0,0,0.125452
SYN-02502,development,7,0.1721,1,0,1.159,1,1131.69,0,0,0.051768
SYN-02503,development,33,-0.3524,31,0,0.8896,2,1286.03,0,0,0.183418
SYN-02504,development,48,-0.2019,11,0,0.9979,9,261.48,0,0,0.164614
SYN-02505,development,80,0.0385,30,0,0.8544,3,1434.84,0,0,0.101663
SYN-02506,development,17,-0.477,13,0,1.0643,1,1349.3,0,0,0.148258
SYN-02507,development,28,-0.0462,9,0,0.8787,0,3370.41,0,0,0.082863
SYN-02508,development,84,0.1182,35,0,0.6945,2,8935.42,0,0,0.093647
SYN-02509,development,67,0.3985,49,0,0.9901,0,740.76,0,0,0.061688
SYN-02510,development,80,0.2239,1,0,0.7881,5,4281.18,0,0,0.063638
SYN-02511,development,64,0.2408,42,0,0.9553,0,2514.32,0,0,0.070968
SYN-02512,development,23,0.1355,8,1,0.7744,2,1029.07,0,0,0.16264
SYN-02513,development,82,-0.1109,55,0,0.7508,0,3651.43,0,0,0.145376
SYN-02514,development,17,0.1266,53,0,1.2191,2,933.57,0,0,0.107243
SYN-02515,development,5,-0.1982,33,1,1.0936,4,430.92,0,0,0.295964
SYN-02516,development,76,-0.0045,10,0,0.9201,0,3788.93,0,0,0.062123
SYN-02517,development,51,0.0346,20,0,0.9655,1,2228.5,0,0,0.078738
